"","country","system","captured","damaged","destroyed","abandoned","total","Date"
"999","Ukraine","Toyota HMV",0,0,1,0,1,"05/24/2026"
"1000","Ukraine","Triton-1",4,0,0,0,4,"05/24/2026"
"1001","Ukraine","UAT-D Gyurza 01",1,6,65,8,80,"05/24/2026"
"1002","Ukraine","UAT-D Gyurza 02",0,1,1,0,2,"05/24/2026"
"1003","Ukraine","UAT-TISA",0,2,13,2,17,"05/24/2026"
"1004","Ukraine","UAZ-3303",0,0,2,0,2,"05/24/2026"
"1005","Ukraine","UAZ-39094 'Fermer'",0,0,1,0,1,"05/24/2026"
"1006","Ukraine","UAZ-452 van",2,3,46,1,52,"05/24/2026"
"1007","Ukraine","UMP-350 engine heater",1,0,0,0,1,"05/24/2026"
"1008","Ukraine","UMS-1000 patrol boat (Sea Guard)",5,1,1,0,7,"05/24/2026"
"1009","Ukraine","UMS-600 patrol boat (Sea Guard)",1,0,0,0,1,"05/24/2026"
"1010","Ukraine","UR-77 Meteorit",0,2,1,2,5,"05/24/2026"
"1011","Ukraine","URO VAMTAC",1,0,4,0,5,"05/24/2026"
"1012","Ukraine","Unknown AFV",0,9,82,3,94,"05/24/2026"
"1013","Ukraine","Unknown BMP-1/2",0,4,48,3,55,"05/24/2026"
"1014","Ukraine","Unknown BTR",0,0,7,0,7,"05/24/2026"
"1015","Ukraine","Unknown HMMWV variant",4,9,170,7,190,"05/24/2026"
"1016","Ukraine","Unknown IMV",0,7,129,11,147,"05/24/2026"
"1017","Ukraine","Unknown KamAZ",0,0,2,0,2,"05/24/2026"
"1018","Ukraine","Unknown Kozak-5 or 7",0,3,35,3,41,"05/24/2026"
"1019","Ukraine","Unknown MRAP",0,0,1,0,1,"05/24/2026"
"1020","Ukraine","Unknown MRLS",0,0,3,0,3,"05/24/2026"
"1021","Ukraine","Unknown SPG",0,2,55,0,57,"05/24/2026"
"1022","Ukraine","Unknown T-64",0,0,2,0,2,"05/24/2026"
"1023","Ukraine","Unknown T-72",0,2,43,0,45,"05/24/2026"
"1024","Ukraine","Unknown T-80",0,0,2,0,2,"05/24/2026"
"1025","Ukraine","Unknown boat",0,1,0,0,1,"05/24/2026"
"1026","Ukraine","Unknown counter mortar/battery radar",0,1,0,0,1,"05/24/2026"
"1027","Ukraine","Unknown crane truck",0,0,2,0,2,"05/24/2026"
"1028","Ukraine","Unknown excavator",0,0,1,0,1,"05/24/2026"
"1029","Ukraine","Unknown fighter jet",0,0,1,0,1,"05/24/2026"
"1030","Ukraine","Unknown radar",0,0,2,0,2,"05/24/2026"
"1031","Ukraine","Unknown tank",0,9,94,6,109,"05/24/2026"
"1032","Ukraine","Unknown tanker",0,0,2,0,2,"05/24/2026"
"1033","Ukraine","Unknown towed artillery",0,8,24,0,32,"05/24/2026"
"1034","Ukraine","Unknown trailer with auxiliary equipment",0,0,1,0,1,"05/24/2026"
"1035","Ukraine","Unknown truck",3,3,96,2,104,"05/24/2026"
"1036","Ukraine","Unknown truck with Zu-23-2",0,0,2,0,2,"05/24/2026"
"1037","Ukraine","Unknown vehicle",0,1,59,0,60,"05/24/2026"
"1038","Ukraine","Ural tanker",7,1,18,0,26,"05/24/2026"
"1039","Ukraine","Ural-375D",7,0,3,0,10,"05/24/2026"
"1040","Ukraine","Ural-4320",9,6,104,2,121,"05/24/2026"
"1041","Ukraine","Ural-4320 KET-L recovery vehicle",0,0,1,0,1,"05/24/2026"
"1042","Ukraine","Ural-4320 with S-60",0,0,1,0,1,"05/24/2026"
"1043","Ukraine","Ural-4320 with Zu-23-2",0,0,7,0,7,"05/24/2026"
"1044","Ukraine","Ural-43206 with Zu-23-2",0,0,1,0,1,"05/24/2026"
"1045","Ukraine","VAB",7,19,77,15,118,"05/24/2026"
"1046","Ukraine","VCC-1",0,0,3,0,3,"05/24/2026"
"1047","Ukraine","VCC-2",0,0,1,0,1,"05/24/2026"
"1048","Ukraine","VT-72B armoured recovery vehicle",0,0,1,1,2,"05/24/2026"
"1049","Ukraine","Valuk",0,0,3,0,3,"05/24/2026"
"1050","Ukraine","Varta",27,3,17,0,47,"05/24/2026"
"1051","Ukraine","Vepr",1,0,0,0,1,"05/24/2026"
"1052","Ukraine","Volvo N10 wrecker",0,0,1,0,1,"05/24/2026"
"1053","Ukraine","WDSz artillery command vehicle (for <U+2018>Regina<U+2019> divisional fire module)",0,0,1,0,1,"05/24/2026"
"1054","Ukraine","Westland Sea King",0,1,0,0,1,"05/24/2026"
"1055","Ukraine","Wisent 1 mine-clearing tank",2,4,4,5,15,"05/24/2026"
"1056","Ukraine","Wolfhound Protected Patrol",0,1,6,0,7,"05/24/2026"
"1057","Ukraine","YPR-765",10,23,102,20,155,"05/24/2026"
"1058","Ukraine","YPR-765 PRI or AIFV-B-C25",1,0,3,0,4,"05/24/2026"
"1059","Ukraine","ZSU-23-4 Shilka",2,1,1,1,5,"05/24/2026"
"1060","Ukraine","Zhuk-class patrol boat (Sea Guard)",2,1,3,0,6,"05/24/2026"
"1061","Ukraine","ZiL-130",1,0,12,0,13,"05/24/2026"
"1062","Ukraine","ZiL-130 tanker",0,0,2,0,2,"05/24/2026"
"1063","Ukraine","ZiL-131",42,7,167,2,218,"05/24/2026"
"1064","Ukraine","ZiL-131 'VEPR'",1,0,0,0,1,"05/24/2026"
"1065","Ukraine","ZiL-131 tanker",2,1,7,1,11,"05/24/2026"
"1066","Ukraine","ZiL-131 with Zu-23-2",1,0,6,0,7,"05/24/2026"
"1067","Ukraine","ZiL-131-based KShM KUNG command vehicle",0,0,1,0,1,"05/24/2026"
"1068","Ukraine","ZiL-157",2,0,0,0,2,"05/24/2026"
"1069","Ukraine","ZiL-181",0,0,1,0,1,"05/24/2026"
"1070","Ukraine","ZiL-4331",1,0,1,0,2,"05/24/2026"
